Rec #	Sample ID	Mineral	%SiO2	%TiO2	%Al2O3	%Cr2O3	%Fe2O3	%FeO	%MnO	%MgO	%CaO	%Na2O	%K2O	%P2O5	%LOI	Cu(ppm)	Ni(ppm)	Co(ppm)	Zn(ppm)	V(ppm)	Source	Text
478	KA-EAC-003          	KAO 	45.00	1.58	38.00	0.00	0.26	0.02	0.00	0.02	0.02	0.01	0.04	0.05	14.31	0.00	0.00	0.00	0.00	0.00	Data Handbook for Clay Minerals & Other Non-Metallic Minerals           	KAO103 kaolinite (KGa-1)                                                
479	KA-EAC-004          	KAO 	44.20	2.17	37.20	0.00	1.14	0.05	0.00	0.04	0.04	0.02	0.02	0.06	14.24	0.00	0.00	0.00	0.00	0.00	Data Handbook for Clay Materials & Other Non-Metallic Minerals          	KAO104 kaolinite (KGa-2)                                                
480	MM-MJR-003          	GLS 	51.90	1.69	9.08	0.00	0.00	19.14	0.48	4.96	9.41	2.11	0.44	0.51	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Mox-Test1 (oxidized MST-1) average glass composition                    
481	MM-MJR-008          	GLS 	49.00	1.40	10.20	0.00	0.00	22.80	0.40	3.00	9.40	1.80	0.50	0.90	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Glass estimated composition                                             
482	MM-MJR-007          	GLS 	50.70	2.30	9.80	0.00	0.00	21.80	0.30	1.80	8.20	2.30	1.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	50.7	Estimated glass composition                                             
483	MM-MJR-006          	GLS 	50.30	1.70	10.30	0.00	0.00	21.70	0.40	2.40	8.80	2.10	0.80	0.80	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	MST-12                                                                  
484	MM-MJR-019          	GLS 	63.70	1.33	11.80	0.00	0.00	11.14	0.22	0.98	5.03	2.28	1.71	0.92	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Glass pre-oxidation in MST-13_ox1                                       
485	MM-MJR-020          	GLS 	52.04	1.71	9.61	0.00	0.00	18.79	0.46	4.46	9.57	2.19	0.44	0.50	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Glass pre-oxidation of MST-16_ox1                                       
486	MM-MJR-019          	PIG 	49.46	0.31	0.59	0.00	0.00	29.75	0.89	13.41	4.94	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Pigeonite in MST-13_ox1 (pre-oxidation)                                 
487	MM-MJR-019          	AUG 	49.89	0.70	1.53	0.00	0.00	20.48	0.71	11.89	14.16	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Augite in MST-13_ox1 (pre-oxidation)                                    
488	MM-MJR-019          	PLG 	55.27	0.00	26.69	0.00	0.00	1.32	0.00	0.00	10.36	4.86	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Plagioclase in MST-13_ox1 (pre-oxidation)                               
489	MM-MJR-019          	MAG 	0.00	19.95	1.84	0.00	0.00	69.90	0.52	1.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Magnetite in MST-13_ox1 (pre-oxidation)                                 
490	MM-MJR-020          	PIG 	52.76	0.22	0.67	0.00	0.00	19.51	0.78	20.64	5.28	0.06	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Pigeonite in MST-16_ox1 (pre-oxidation)                                 
491	MM-MJR-022          	GLS 	53.19	2.29	10.13	0.00	0.00	18.93	0.35	1.97	7.84	2.60	0.89	1.31	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Glass in MST-19_ox1 (pre-oxidation)                                     
492	MM-MJR-022          	PIG 	49.70	0.38	0.68	0.00	0.00	28.79	0.97	13.44	5.27	0.07	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Pigeonite in MST-19_ox1 (pre-oxidation)                                 
493	MM-MJR-022          	AUG 	49.85	0.49	2.12	0.00	0.00	16.00	0.67	12.65	17.15	0.18	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Augite in MST-19_ox1 (pre-oxidation)                                    
494	MM-MJR-022          	PLG 	55.00	0.00	27.76	0.00	0.00	1.31	0.00	0.00	11.30	4.57	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Plagioclase in MST-19_ox1 (pre-oxidation)                               
495	MM-MJR-022          	MAG 	0.00	18.98	2.13	0.00	0.00	71.92	0.58	1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	Magnetite in MST-19_ox1 (pre-oxidation)                                 
496	MM-MJR-055          	BULK	57.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SFA3-5 100-500 um                                                       
497	MM-MJR-056          	BULK	57.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SFA3-9 40-90 um                                                         
498	MM-MJR-057          	BULK	57.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SFA3-11                                                                 
499	MM-MJR-058          	BULK	57.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SFA4-1b                                                                 
500	CR-EAC-013          	CHR 	0.02	0.05	6.99	63.10	4.66	11.94	0.31	12.16	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	CHR103                                                                  
501	CR-EAC-014          	CHR 	0.01	0.06	30.05	35.80	3.28	10.46	0.20	17.42	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	CHR104                                                                  
502	CR-EAC-015          	CHR 	0.02	0.36	17.07	51.28	2.80	13.23	0.29	13.44	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	CHR105                                                                  
503	CR-EAC-016          	CHR 	0.06	0.14	9.89	56.66	6.07	15.55	0.62	10.26	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	CHR106                                                                  
504	CR-EAC-017          	CHR 	0.01	0.13	5.49	63.99	3.32	13.63	0.31	12.40	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	CHR107                                                                  
505	CR-EAC-018          	CHR 	0.01	0.28	16.78	52.06	1.42	12.94	0.25	14.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	CHR108                                                                  
506	CR-EAC-019          	CHR 	0.01	0.32	8.51	58.84	3.47	14.24	0.31	12.36	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	CHR109                                                                  
507	SC-EAC-075          	SPI 	0.38	0.14	70.33	0.41	0.00	0.52	0.00	26.72	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI101                                                                  
508	SP-EAC-012          	FRA 	0.06	0.18	1.54	0.05	70.50	0.00	4.68	0.35	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI112                                                                  
509	SP-EAC-014          	PLE 	0.13	0.58	61.82	0.15	4.40	14.04	0.09	18.56	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI114                                                                  
510	SP-EAC-015          	PLE 	0.01	0.21	65.55	0.00	3.82	3.17	0.14	25.74	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI115                                                                  
511	SP-EAC-016          	SPI 	0.01	0.00	69.22	0.00	0.00	2.04	0.17	25.77	0.01	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI116                                                                  
512	SP-EAC-017          	SPI 	0.00	0.00	69.16	0.15	0.00	2.92	0.12	24.54	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI117                                                                  
513	SP-EAC-018          	GAH 	0.01	0.13	56.64	0.04	0.38	6.55	0.06	1.77	0.04	1.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI118                                                                  
514	SP-EAC-019          	SPI 	0.01	0.05	64.75	0.06	3.27	9.33	0.18	21.36	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI119                                                                  
515	SP-EAC-020          	FRA 	0.04	0.05	1.01	0.08	61.90	0.00	11.15	0.30	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI120                                                                  
516	SP-EAC-021          	SPI 	0.00	0.00	69.88	0.19	0.00	0.00	0.02	27.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI121                                                                  
517	SP-EAC-022          	SPI 	0.00	0.00	70.84	0.25	0.00	0.00	0.02	27.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI122                                                                  
518	SP-EAC-023          	GAH 	0.01	0.04	65.79	0.11	0.88	12.42	0.33	19.10	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI123                                                                  
519	SP-EAC-024          	SPI 	0.01	0.02	67.85	0.03	0.40	6.88	0.09	22.49	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI124                                                                  
520	SP-EAC-025          	PLE 	0.05	0.43	65.30	0.02	3.98	3.59	0.16	25.90	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI125                                                                  
521	SP-EAC-026          	SPI 	0.02	0.03	64.68	0.04	2.00	12.03	0.18	19.11	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI126                                                                  
522	SP-EAC-027          	GAH 	0.13	0.68	61.29	0.23	5.98	12.58	0.15	19.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI127                                                                  
523	SP-EAC-033          	GAH 	0.00	0.01	56.05	0.00	0.96	5.31	0.08	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	                                                                        	SPI133                                                                  
524	BA-EAC-002	BULK	49.40	1.63	14.40	0.00	1.51	10.00	0.20	7.23	12.60	2.24	0.21	0.20	0.00	0.00	0.00	0.00	0.00	0.00	"Bjarni Gautason, University of Alberta"	BAS201
525	BA-EAC-003	BULK	49.00	1.60	16.80	0.00	1.37	9.17	0.20	6.12	12.80	2.22	0.22	0.19	0.00	0.00	0.00	0.00	0.00	0.00	"Bjarni Gautason, University of Alberta"	BAS202
526	BA-EAC-004	BULK	52.50	2.80	13.45	0.00	0.00	14.11	0.22	4.54	8.32	2.86	1.40	0.54	0.00	0.00	0.00	0.00	0.00	0.00	"Bjarni Gautason, University of Alberta"	BAS203
527	BA-EAC-005	BULK	50.91	3.58	12.78	0.00	0.00	15.26	0.25	4.43	8.58	2.52	1.30	0.80	0.00	0.00	0.00	0.00	0.00	0.00	"Sue Atkinson, University of Alberta"	BAS204
528	BA-EAC-006	BULK	51.55	3.13	13.19	0.00	0.00	14.36	0.23	4.59	8.55	2.90	1.29	0.69	0.00	0.00	0.00	0.00	0.00	0.00	"Sue Atkinson, University of Alberta"	BAS205
529	PL-EAC-029	PLG 	54.85	0.06	27.71	0.02	0.46	0.00	0.01	0.00	10.97	5.15	0.40	0.00	0.00	0.00	700.00	300.00	100.00	200.00	"Ed Cloutis, University of Calgary"	PLG101
530	PL-EAC-030	PLG 	55.58	0.03	27.29	0.03	0.11	0.00	0.01	0.00	10.19	5.99	0.05	0.00	0.00	0.00	600.00	300.00	100.00	200.00	"Ed Cloutis, University of Calgary"	PLG102
